sep=,
TIME,LATITUDE (deg+-m),LONGITUDE (deg+-m),ALTITUDE (m+-m),TRACK (deg from true north+-deg),SPEED (m/s+-m/s),CLIMB (m/s+-m/s),MODE,SAT
2016-05-20T08:08:59.000Z+-0.005,41.126258833+-3.68,-8.640766333+-7.984,91.7+-10.12,0.0+-nan,0.018+-nan,0.0+-nan,3,11
2016-05-20T08:09:00.000Z+-0.005,41.126259167+-3.68,-8.640766167+-7.984,91.7+-10.12,0.0+-nan,0.01+-nan,0.0+-nan,3,10
2016-05-20T08:09:01.000Z+-0.005,41.1262595+-3.68,-8.640765833+-7.984,91.6+-10.12,0.0+-nan,0.17+-nan,0.0+-nan,3,10
2016-05-20T08:09:02.000Z+-0.005,41.126260333+-3.68,-8.640765+-7.984,91.6+-10.12,0.0+-nan,0.068+-nan,0.0+-nan,3,10
2016-05-20T08:09:03.000Z+-0.005,41.1262615+-3.68,-8.640763167+-7.984,91.4+-10.12,0.0+-nan,0.047+-nan,0.0+-nan,3,10
2016-05-20T08:09:04.000Z+-0.005,41.126263167+-3.68,-8.640761667+-7.984,91.2+-10.12,0.0+-nan,0.021+-nan,0.0+-nan,3,10
2016-05-20T08:09:05.000Z+-0.005,41.126263667+-3.68,-8.6407605+-7.984,91.0+-10.12,0.0+-nan,0.005+-nan,0.0+-nan,3,10
2016-05-20T08:09:06.000Z+-0.005,41.126264+-3.68,-8.640759333+-7.984,90.8+-10.12,0.0+-nan,0.022+-nan,0.0+-nan,3,10
2016-05-20T08:09:07.000Z+-0.005,41.126264167+-3.68,-8.640758667+-7.984,90.7+-10.12,0.0+-nan,0.019+-nan,0.0+-nan,3,10
2016-05-20T08:09:08.000Z+-0.005,41.126264333+-3.68,-8.640758667+-7.984,90.7+-10.12,0.0+-nan,0.085+-nan,0.0+-nan,3,10
2016-05-20T08:09:09.000Z+-0.005,41.1262645+-3.68,-8.6407575+-7.984,90.5+-10.12,0.0+-nan,0.008+-nan,0.0+-nan,3,10
2016-05-20T08:09:10.000Z+-0.005,41.126265+-3.68,-8.640757167+-7.984,90.4+-10.12,0.0+-nan,0.005+-nan,0.0+-nan,3,11
2016-05-20T08:09:11.000Z+-0.005,41.126265+-3.68,-8.640756833+-7.984,90.4+-10.12,0.0+-nan,0.021+-nan,0.0+-nan,3,11
2016-05-20T08:09:12.000Z+-0.005,41.126265333+-3.68,-8.640757167+-7.984,90.4+-10.12,0.0+-nan,0.013+-nan,0.0+-nan,3,11
2016-05-20T08:09:13.000Z+-0.005,41.126266+-3.68,-8.640757833+-7.984,90.5+-10.12,0.0+-nan,0.01+-nan,0.0+-nan,3,11
2016-05-20T08:09:14.000Z+-0.005,41.1262665+-3.68,-8.640757833+-7.984,90.5+-10.12,0.0+-nan,0.032+-nan,0.0+-nan,3,11
2016-05-20T08:09:15.000Z+-0.005,41.126266667+-3.68,-8.6407575+-7.984,90.4+-10.12,0.0+-nan,0.037+-nan,0.0+-nan,3,11
2016-05-20T08:09:16.000Z+-0.005,41.126266833+-3.68,-8.640756833+-7.984,90.4+-10.12,0.0+-nan,0.151+-nan,0.0+-nan,3,11
2016-05-20T08:09:17.000Z+-0.005,41.1262665+-3.68,-8.640757+-7.984,90.6+-10.12,0.0+-nan,0.156+-nan,0.0+-nan,3,11
2016-05-20T08:09:18.000Z+-0.005,41.126265833+-3.68,-8.640757667+-7.984,90.7+-10.12,0.0+-nan,0.027+-nan,0.0+-nan,3,11
2016-05-20T08:09:19.000Z+-0.005,41.126265333+-3.68,-8.640759333+-7.984,90.7+-10.12,0.0+-nan,0.016+-nan,0.0+-nan,3,11
2016-05-20T08:09:20.000Z+-0.005,41.126265667+-3.68,-8.640759833+-7.984,90.8+-10.12,0.0+-nan,0.032+-nan,0.0+-nan,3,11
2016-05-20T08:09:21.000Z+-0.005,41.126265667+-3.68,-8.640759833+-7.984,90.7+-10.12,0.0+-nan,0.055+-nan,0.0+-nan,3,11
2016-05-20T08:09:22.000Z+-0.005,41.126265167+-3.68,-8.64076+-7.984,90.7+-10.12,0.0+-nan,0.014+-nan,0.0+-nan,3,11
2016-05-20T08:09:23.000Z+-0.005,41.126264833+-3.68,-8.6407605+-7.984,90.7+-10.12,0.0+-nan,0.048+-nan,0.0+-nan,3,11
2016-05-20T08:09:24.000Z+-0.005,41.126264167+-3.68,-8.640760667+-7.984,90.8+-10.12,0.0+-nan,0.041+-nan,0.0+-nan,3,11
2016-05-20T08:09:25.000Z+-0.005,41.126263+-3.68,-8.640761+-7.984,90.9+-10.12,0.0+-nan,0.007+-nan,0.0+-nan,3,11
2016-05-20T08:09:26.000Z+-0.005,41.126262+-3.68,-8.640761333+-7.984,90.8+-10.12,0.0+-nan,0.04+-nan,0.0+-nan,3,11
2016-05-20T08:09:27.000Z+-0.005,41.126261333+-3.68,-8.640761333+-7.984,90.6+-10.12,0.0+-nan,0.011+-nan,0.0+-nan,3,11
2016-05-20T08:09:28.000Z+-0.005,41.126260833+-3.68,-8.640760833+-7.984,90.5+-10.12,0.0+-nan,0.007+-nan,0.0+-nan,3,11
2016-05-20T08:09:29.000Z+-0.005,41.126260333+-3.68,-8.6407605+-7.984,90.4+-10.12,0.0+-nan,0.013+-nan,0.0+-nan,3,11
2016-05-20T08:09:30.000Z+-0.005,41.126259667+-3.68,-8.640760667+-7.984,90.3+-10.12,0.0+-nan,0.009+-nan,0.0+-nan,3,11
2016-05-20T08:09:31.000Z+-0.005,41.126258833+-3.68,-8.640760333+-7.984,90.2+-10.12,0.0+-nan,0.005+-nan,0.0+-nan,3,11
2016-05-20T08:09:32.000Z+-0.005,41.126259+-3.68,-8.64076+-7.984,90.1+-10.12,0.0+-nan,0.056+-nan,0.0+-nan,3,11
2016-05-20T08:09:33.000Z+-0.005,41.126259+-3.68,-8.6407595+-7.984,90.1+-10.12,0.0+-nan,0.054+-nan,0.0+-nan,3,11
2016-05-20T08:09:34.000Z+-0.005,41.126258833+-3.68,-8.640759667+-7.984,90.1+-10.12,0.0+-nan,0.127+-nan,0.0+-nan,3,11
2016-05-20T08:09:35.000Z+-0.005,41.126258667+-3.68,-8.640759833+-7.984,90.1+-10.12,0.0+-nan,0.05+-nan,0.0+-nan,3,11
2016-05-20T08:09:36.000Z+-0.005,41.126258167+-3.68,-8.640760167+-7.984,90.1+-10.12,0.0+-nan,0.067+-nan,0.0+-nan,3,11
2016-05-20T08:09:37.000Z+-0.005,41.126258333+-3.68,-8.640759833+-7.984,90.0+-10.12,0.0+-nan,0.004+-nan,0.0+-nan,3,11
2016-05-20T08:09:38.000Z+-0.005,41.126258667+-3.68,-8.640759333+-7.984,89.9+-10.12,0.0+-nan,0.176+-nan,0.0+-nan,3,11
2016-05-20T08:09:39.000Z+-0.005,41.126258167+-3.68,-8.640758833+-7.984,89.1+-10.062,0.0+-nan,0.025+-nan,0.0+-nan,3,11
2016-05-20T08:09:40.000Z+-0.005,41.126256833+-3.68,-8.640759667+-7.984,88.9+-10.062,0.0+-nan,0.012+-nan,0.0+-nan,3,11
2016-05-20T08:09:41.000Z+-0.005,41.126256+-3.68,-8.640758833+-7.984,88.6+-10.062,0.0+-nan,0.051+-nan,0.0+-nan,3,11
2016-05-20T08:09:42.000Z+-0.005,41.126255833+-3.68,-8.640757+-7.984,88.3+-10.062,0.0+-nan,0.013+-nan,0.0+-nan,3,11
2016-05-20T08:09:43.000Z+-0.005,41.126255333+-3.68,-8.640756167+-7.984,88.3+-10.062,0.0+-nan,0.034+-nan,0.0+-nan,3,11
2016-05-20T08:09:44.000Z+-0.005,41.126255+-3.68,-8.640755333+-7.984,88.3+-10.062,0.0+-nan,0.021+-nan,0.0+-nan,3,11
2016-05-20T08:09:45.000Z+-0.005,41.126254167+-3.68,-8.640754667+-7.984,88.2+-10.062,0.0+-nan,0.003+-nan,0.0+-nan,3,11
2016-05-20T08:09:46.000Z+-0.005,41.126253333+-3.68,-8.640754167+-7.984,88.2+-10.062,0.0+-nan,0.063+-nan,0.0+-nan,3,11
2016-05-20T08:09:47.000Z+-0.005,41.126252167+-3.68,-8.640753833+-7.984,88.2+-11.443,0.0+-nan,0.156+-nan,0.0+-nan,3,11
2016-05-20T08:09:48.000Z+-0.005,41.1262515+-3.68,-8.6407545+-7.984,88.1+-10.062,0.0+-nan,0.011+-nan,0.0+-nan,3,11
2016-05-20T08:09:49.000Z+-0.005,41.126251833+-3.68,-8.640754833+-7.984,87.9+-10.062,0.0+-nan,0.022+-nan,0.0+-nan,3,10
2016-05-20T08:09:50.000Z+-0.005,41.126253167+-3.68,-8.640753833+-7.984,87.7+-10.062,0.0+-nan,0.015+-nan,0.0+-nan,3,10
2016-05-20T08:09:51.000Z+-0.005,41.126254167+-3.68,-8.640753167+-7.984,87.5+-10.062,0.0+-nan,0.023+-nan,0.0+-nan,3,10
2016-05-20T08:09:52.000Z+-0.005,41.126254667+-3.68,-8.640753333+-7.984,87.3+-10.062,0.0+-nan,0.014+-nan,0.0+-nan,3,10
2016-05-20T08:09:53.000Z+-0.005,41.126255167+-3.68,-8.640753167+-7.984,87.2+-10.062,0.0+-nan,0.023+-nan,0.0+-nan,3,10
2016-05-20T08:09:54.000Z+-0.005,41.126256333+-3.68,-8.640752667+-7.984,87.0+-10.062,0.0+-nan,0.014+-nan,0.0+-nan,3,10
2016-05-20T08:09:55.000Z+-0.005,41.126256833+-3.68,-8.6407525+-7.984,86.9+-10.062,0.0+-nan,0.014+-nan,0.0+-nan,3,10
2016-05-20T08:09:56.000Z+-0.005,41.126257167+-3.68,-8.6407525+-7.984,86.8+-10.062,0.0+-nan,0.021+-nan,0.0+-nan,3,10
2016-05-20T08:09:57.000Z+-0.005,41.126257833+-3.68,-8.640752167+-7.984,86.7+-10.062,0.0+-nan,0.125+-nan,0.0+-nan,3,10
2016-05-20T08:09:58.000Z+-0.005,41.126258333+-3.68,-8.640752+-7.984,86.7+-10.062,0.0+-nan,0.127+-nan,0.0+-nan,3,10
2016-05-20T08:09:59.000Z+-0.005,41.126259167+-3.68,-8.640751+-7.984,86.8+-10.062,0.0+-nan,0.011+-nan,0.0+-nan,3,10
2016-05-20T08:10:00.000Z+-0.005,41.126259333+-3.68,-8.640751833+-7.984,86.9+-10.062,0.0+-nan,0.188+-nan,0.0+-nan,3,10
2016-05-20T08:10:01.000Z+-0.005,41.126258833+-3.68,-8.6407525+-7.984,87.0+-10.062,0.0+-nan,0.029+-nan,0.0+-nan,3,10
2016-05-20T08:10:02.000Z+-0.005,41.126258333+-3.68,-8.640753667+-7.984,87.0+-10.062,0.0+-nan,0.106+-nan,0.0+-nan,3,10
2016-05-20T08:10:03.000Z+-0.005,41.126259+-3.68,-8.640752667+-7.984,87.1+-10.062,0.0+-nan,0.021+-nan,0.0+-nan,3,10
2016-05-20T08:10:04.000Z+-0.005,41.126260333+-3.68,-8.6407515+-7.984,87.1+-10.062,0.0+-nan,0.038+-nan,0.0+-nan,3,10
2016-05-20T08:10:05.000Z+-0.005,41.126261333+-3.68,-8.640751833+-7.984,87.2+-10.062,0.0+-nan,0.045+-nan,0.0+-nan,3,10
2016-05-20T08:10:06.000Z+-0.005,41.126261167+-3.68,-8.640756167+-7.984,87.3+-10.062,0.0+-nan,0.033+-nan,0.0+-nan,3,10
2016-05-20T08:10:07.000Z+-0.005,41.126261333+-3.68,-8.640757333+-7.984,87.3+-10.062,0.0+-nan,0.026+-nan,0.0+-nan,3,10
2016-05-20T08:10:08.000Z+-0.005,41.1262615+-3.68,-8.6407575+-7.984,87.4+-10.753,0.0+-nan,0.041+-nan,0.0+-nan,3,10
2016-05-20T08:10:09.000Z+-0.005,41.126261167+-3.68,-8.6407575+-7.984,87.6+-10.062,0.0+-nan,0.064+-nan,0.0+-nan,3,10
2016-05-20T08:10:10.000Z+-0.005,41.1262605+-3.68,-8.640761667+-7.984,87.9+-11.902,0.0+-nan,0.006+-nan,0.0+-nan,3,10
2016-05-20T08:10:11.000Z+-0.005,41.126260833+-3.68,-8.640762333+-7.984,87.9+-11.902,0.0+-nan,0.026+-nan,0.0+-nan,3,10
2016-05-20T08:10:12.000Z+-0.005,41.126259833+-3.68,-8.640761333+-7.984,88.4+-10.062,0.0+-nan,0.044+-nan,0.0+-nan,3,10
2016-05-20T08:10:13.000Z+-0.005,41.126260667+-3.68,-8.640762667+-7.984,88.3+-10.062,0.0+-nan,0.014+-nan,0.0+-nan,3,10
2016-05-20T08:10:14.000Z+-0.005,41.126260167+-3.68,-8.6407625+-7.984,88.9+-10.062,0.0+-nan,0.005+-nan,0.0+-nan,3,10
2016-05-20T08:10:15.000Z+-0.005,41.126260667+-3.68,-8.640762333+-7.984,89.2+-10.062,0.0+-nan,0.031+-nan,0.0+-nan,3,10
2016-05-20T08:10:16.000Z+-0.005,41.1262615+-3.68,-8.640762167+-7.984,89.4+-10.062,0.0+-nan,0.012+-nan,0.0+-nan,3,10
2016-05-20T08:10:17.000Z+-0.005,41.126261167+-3.68,-8.640762167+-7.984,89.7+-10.062,0.0+-nan,0.017+-nan,0.0+-nan,3,10
2016-05-20T08:10:18.000Z+-0.005,41.126261+-3.68,-8.640763667+-7.984,89.8+-10.062,0.0+-nan,0.015+-nan,0.0+-nan,3,10
2016-05-20T08:10:19.000Z+-0.005,41.126261667+-3.68,-8.640764667+-7.984,90.0+-10.062,0.0+-nan,0.01+-nan,0.0+-nan,3,10
2016-05-20T08:10:20.000Z+-0.005,41.1262625+-3.68,-8.640765667+-7.984,90.2+-10.062,0.0+-nan,0.031+-nan,0.0+-nan,3,10
2016-05-20T08:10:21.000Z+-0.005,41.126263333+-3.68,-8.640766833+-7.984,90.4+-10.062,0.0+-nan,0.013+-nan,0.0+-nan,3,10
2016-05-20T08:10:22.000Z+-0.005,41.1262635+-3.68,-8.640766833+-7.984,90.4+-10.062,0.0+-nan,0.004+-nan,0.0+-nan,3,10
2016-05-20T08:10:23.000Z+-0.005,41.126263667+-3.68,-8.640766833+-7.984,90.4+-10.062,0.0+-nan,0.08+-nan,0.0+-nan,3,10
2016-05-20T08:10:24.000Z+-0.005,41.126263833+-3.68,-8.640766333+-7.984,90.7+-10.062,0.0+-nan,0.004+-nan,0.0+-nan,3,10
2016-05-20T08:10:25.000Z+-0.005,41.126264667+-3.68,-8.640766167+-7.984,90.9+-10.062,248.69+-nan,0.116+-nan,0.0+-nan,3,10
2016-05-20T08:10:26.000Z+-0.005,41.1262645+-3.68,-8.640767167+-7.984,91.1+-10.062,0.0+-nan,0.079+-nan,0.0+-nan,3,10
2016-05-20T08:10:27.000Z+-0.005,41.126264667+-3.68,-8.640766333+-7.984,91.3+-10.062,0.0+-nan,0.049+-nan,0.0+-nan,3,10
2016-05-20T08:10:28.000Z+-0.005,41.126265+-3.68,-8.640766667+-7.984,91.5+-10.062,0.0+-nan,0.015+-nan,0.0+-nan,3,10
2016-05-20T08:10:29.000Z+-0.005,41.126266+-3.68,-8.640766+-7.984,91.6+-10.062,0.0+-nan,0.012+-nan,0.0+-nan,3,10
2016-05-20T08:10:30.000Z+-0.005,41.1262665+-3.68,-8.640765667+-7.984,91.6+-10.062,0.0+-nan,0.025+-nan,0.0+-nan,3,10
2016-05-20T08:10:31.000Z+-0.005,41.126265833+-3.68,-8.640765833+-7.984,92.0+-10.062,0.0+-nan,0.019+-nan,0.0+-nan,3,10
2016-05-20T08:10:32.000Z+-0.005,41.126264667+-3.68,-8.640764667+-7.984,92.1+-10.062,0.0+-nan,0.051+-nan,0.0+-nan,3,10
2016-05-20T08:10:33.000Z+-0.005,41.1262645+-3.68,-8.640763667+-7.984,92.3+-10.695,0.0+-nan,0.017+-nan,0.0+-nan,3,10
2016-05-20T08:10:34.000Z+-0.005,41.126264333+-3.68,-8.6407635+-7.984,92.4+-10.062,0.0+-nan,0.109+-nan,0.0+-nan,3,10
2016-05-20T08:10:35.000Z+-0.005,41.126262833+-3.68,-8.640762667+-7.984,92.4+-10.062,0.0+-nan,0.011+-nan,0.0+-nan,3,10
2016-05-20T08:10:36.000Z+-0.005,41.126262333+-3.68,-8.640762167+-7.984,92.4+-10.062,0.0+-nan,0.083+-nan,0.0+-nan,3,10
2016-05-20T08:10:37.000Z+-0.005,41.126262667+-3.68,-8.640761333+-7.984,92.3+-10.062,0.0+-nan,0.016+-nan,0.0+-nan,3,10
2016-05-20T08:10:38.000Z+-0.005,41.1262625+-3.68,-8.640760333+-7.984,92.3+-10.062,0.0+-nan,0.117+-nan,0.0+-nan,3,10
2016-05-20T08:10:39.000Z+-0.005,41.126262+-3.68,-8.640760333+-7.984,92.3+-10.062,0.0+-nan,0.029+-nan,0.0+-nan,3,10
2016-05-20T08:10:41.000Z+-0.005,41.126261833+-3.68,-8.640758333+-7.984,92.0+-10.062,0.0+-nan,0.016+-nan,0.0+-nan,3,10
2016-05-20T08:10:42.000Z+-0.005,41.126260833+-3.68,-8.640755+-7.984,91.7+-10.062,0.0+-nan,0.052+-nan,0.0+-nan,3,10
2016-05-20T08:10:43.000Z+-0.005,41.126258833+-3.68,-8.640751667+-7.984,91.1+-10.062,0.0+-nan,0.012+-nan,0.0+-nan,3,10
2016-05-20T08:10:44.000Z+-0.005,41.126257+-3.68,-8.640750667+-7.984,91.0+-10.062,0.0+-nan,0.013+-nan,0.0+-nan,3,10
2016-05-20T08:10:45.000Z+-0.005,41.1262575+-3.68,-8.640749667+-7.984,90.5+-10.062,0.0+-nan,0.018+-nan,0.0+-nan,3,10
2016-05-20T08:10:46.000Z+-0.005,41.1262555+-3.68,-8.640748167+-7.984,90.4+-10.062,0.0+-nan,0.007+-nan,0.0+-nan,3,10
2016-05-20T08:10:47.000Z+-0.005,41.126252667+-3.68,-8.640749+-7.984,90.5+-10.695,0.0+-nan,0.012+-nan,0.0+-nan,3,10
2016-05-20T08:10:48.000Z+-0.005,41.126252833+-3.68,-8.6407485+-7.984,90.4+-10.695,0.0+-nan,0.048+-nan,0.0+-nan,3,10
2016-05-20T08:10:49.000Z+-0.005,41.126252833+-3.68,-8.640748+-7.984,90.4+-10.062,0.0+-nan,0.038+-nan,0.0+-nan,3,10
2016-05-20T08:10:50.000Z+-0.005,41.126253+-3.68,-8.640748333+-7.984,90.5+-10.062,0.0+-nan,0.198+-nan,0.0+-nan,3,10
2016-05-20T08:10:51.000Z+-0.005,41.1262525+-3.68,-8.640748333+-7.984,90.5+-10.062,0.0+-nan,0.123+-nan,0.0+-nan,3,10
2016-05-20T08:10:52.000Z+-0.005,41.126248667+-3.68,-8.640747167+-7.984,90.9+-10.062,0.0+-nan,0.019+-nan,0.0+-nan,3,10
2016-05-20T08:10:53.000Z+-0.005,41.126246167+-3.68,-8.640748167+-7.984,90.8+-10.062,0.0+-nan,0.012+-nan,0.0+-nan,3,10
2016-05-20T08:10:54.000Z+-0.005,41.126246667+-3.68,-8.640748+-7.984,90.6+-10.062,0.0+-nan,0.009+-nan,0.0+-nan,3,10
2016-05-20T08:10:55.000Z+-0.005,41.126246+-3.68,-8.640748333+-7.984,90.0+-10.062,0.0+-nan,0.016+-nan,0.0+-nan,3,10
2016-05-20T08:10:56.000Z+-0.005,41.126245833+-3.68,-8.64075+-7.984,89.4+-10.062,0.0+-nan,0.003+-nan,0.0+-nan,3,10
2016-05-20T08:10:57.000Z+-0.005,41.126245167+-3.68,-8.640749667+-7.984,89.2+-10.062,0.0+-nan,0.054+-nan,0.0+-nan,3,10
2016-05-20T08:10:58.000Z+-0.005,41.126245167+-3.68,-8.640748833+-7.984,89.0+-10.062,0.0+-nan,0.004+-nan,0.0+-nan,3,10
2016-05-20T08:10:59.000Z+-0.005,41.126246167+-3.68,-8.640749167+-7.984,89.0+-10.062,0.0+-nan,0.11+-nan,0.0+-nan,3,10
2016-05-20T08:11:00.000Z+-0.005,41.126245833+-3.68,-8.640749833+-7.984,89.0+-10.062,0.0+-nan,0.018+-nan,0.0+-nan,3,10
2016-05-20T08:11:01.000Z+-0.005,41.126245833+-3.68,-8.640749667+-7.984,88.9+-10.062,0.0+-nan,0.056+-nan,0.0+-nan,3,10
2016-05-20T08:11:02.000Z+-0.005,41.126245833+-3.68,-8.640749167+-7.984,88.8+-10.062,0.0+-nan,0.05+-nan,0.0+-nan,3,10
2016-05-20T08:11:03.000Z+-0.005,41.126245833+-3.68,-8.6407485+-7.984,88.9+-10.062,0.0+-nan,0.12+-nan,0.0+-nan,3,10
2016-05-20T08:11:04.000Z+-0.005,41.126245333+-3.68,-8.640749167+-7.984,89.0+-10.062,0.0+-nan,0.132+-nan,0.0+-nan,3,11
2016-05-20T08:11:05.000Z+-0.005,41.126244833+-3.68,-8.640749833+-7.984,89.0+-10.062,0.0+-nan,0.058+-nan,0.0+-nan,3,10
2016-05-20T08:11:06.000Z+-0.005,41.126244333+-3.68,-8.640749333+-7.984,89.0+-10.062,0.0+-nan,0.039+-nan,0.0+-nan,3,10
2016-05-20T08:11:07.000Z+-0.005,41.126244+-3.68,-8.6407475+-7.984,88.9+-10.062,0.0+-nan,0.079+-nan,0.0+-nan,3,10
2016-05-20T08:11:08.000Z+-0.005,41.126243667+-3.68,-8.640747+-7.984,88.8+-10.062,0.0+-nan,0.116+-nan,0.0+-nan,3,11
2016-05-20T08:11:09.000Z+-0.005,41.126243333+-3.68,-8.640747333+-7.984,88.8+-10.062,0.0+-nan,0.041+-nan,0.0+-nan,3,11
2016-05-20T08:11:10.000Z+-0.005,41.126242667+-3.68,-8.640747+-7.984,89.0+-10.062,0.0+-nan,0.052+-nan,0.0+-nan,3,11
2016-05-20T08:11:14.000Z+-0.005,41.126244+-3.68,-8.640742333+-7.984,88.1+-10.062,0.0+-nan,0.013+-nan,0.0+-nan,3,11
2016-05-20T08:11:15.000Z+-0.005,41.126244667+-3.68,-8.640741+-7.984,88.0+-10.062,0.0+-nan,0.01+-nan,0.0+-nan,3,11
2016-05-20T08:11:16.000Z+-0.005,41.126245+-3.68,-8.6407405+-7.984,87.9+-10.062,0.0+-nan,0.104+-nan,0.0+-nan,3,11
2016-05-20T08:11:17.000Z+-0.005,41.126249+-3.68,-8.640733833+-7.984,87.4+-10.062,0.0+-nan,0.005+-nan,0.0+-nan,3,12
2016-05-20T08:11:18.000Z+-0.005,41.1262515+-3.68,-8.640729667+-7.984,87.0+-10.062,0.0+-nan,0.03+-nan,0.0+-nan,3,11
2016-05-20T08:11:19.000Z+-0.005,41.1262535+-3.68,-8.640726667+-7.984,86.7+-10.062,0.0+-nan,0.008+-nan,0.0+-nan,3,11
2016-05-20T08:11:20.000Z+-0.005,41.126254+-3.68,-8.640725667+-7.984,86.7+-10.062,0.0+-nan,0.104+-nan,0.0+-nan,3,11
2016-05-20T08:11:21.000Z+-0.005,41.1262545+-3.68,-8.640724667+-7.984,86.6+-10.062,0.0+-nan,0.061+-nan,0.0+-nan,3,12
2016-05-20T08:11:22.000Z+-0.005,41.126255667+-3.68,-8.640721167+-7.984,86.5+-10.062,0.0+-nan,0.077+-nan,0.0+-nan,3,12
2016-05-20T08:11:23.000Z+-0.005,41.126258667+-3.68,-8.640718667+-7.984,86.6+-10.062,0.0+-nan,0.014+-nan,0.0+-nan,3,12
2016-05-20T08:11:24.000Z+-0.005,41.12626+-3.68,-8.640717333+-7.984,86.6+-10.062,0.0+-nan,0.083+-nan,0.0+-nan,3,12
2016-05-20T08:11:25.000Z+-0.005,41.126264667+-3.68,-8.640715+-7.984,86.6+-10.062,0.0+-nan,0.036+-nan,0.0+-nan,3,11
2016-05-20T08:11:26.000Z+-0.005,41.126267167+-3.68,-8.640712333+-7.984,86.7+-10.062,0.0+-nan,0.061+-nan,0.0+-nan,3,11
2016-05-20T08:11:27.000Z+-0.005,41.126268167+-3.68,-8.6407115+-7.984,86.8+-10.062,0.0+-nan,0.061+-nan,0.0+-nan,3,11
2016-05-20T08:11:28.000Z+-0.005,41.126271667+-3.68,-8.6407085+-7.984,86.9+-10.062,0.0+-nan,0.022+-nan,0.0+-nan,3,11
2016-05-20T08:11:29.000Z+-0.005,41.1262745+-3.68,-8.640706167+-7.984,86.9+-10.062,0.0+-nan,0.024+-nan,0.0+-nan,3,11
2016-05-20T08:11:30.000Z+-0.005,41.126276833+-3.68,-8.640703667+-7.984,86.9+-10.062,0.0+-nan,0.021+-nan,0.0+-nan,3,11
2016-05-20T08:11:31.000Z+-0.005,41.126277167+-3.68,-8.640703833+-7.984,87.0+-10.062,0.0+-nan,0.07+-nan,0.0+-nan,3,11
2016-05-20T08:11:32.000Z+-0.005,41.126278167+-3.68,-8.640702667+-7.984,87.1+-10.062,0.0+-nan,0.082+-nan,0.0+-nan,3,11
2016-05-20T08:11:33.000Z+-0.005,41.126280333+-3.68,-8.640699+-7.984,87.1+-10.062,0.0+-nan,0.01+-nan,0.0+-nan,3,11
2016-05-20T08:11:34.000Z+-0.005,41.126282333+-3.68,-8.640695833+-7.984,87.1+-10.062,0.0+-nan,0.011+-nan,0.0+-nan,3,11
2016-05-20T08:11:35.000Z+-0.005,41.126283833+-3.68,-8.6406935+-7.984,87.0+-10.062,0.0+-nan,0.045+-nan,0.0+-nan,3,11
2016-05-20T08:11:39.000Z+-0.005,41.1262855+-3.68,-8.6406905+-7.984,86.9+-10.062,0.0+-nan,0.083+-nan,0.0+-nan,3,11
2016-05-20T08:11:40.000Z+-0.005,41.126285667+-3.68,-8.6406905+-7.984,86.8+-10.062,0.0+-nan,0.02+-nan,0.0+-nan,3,12
2016-05-20T08:11:41.000Z+-0.005,41.126285833+-3.68,-8.640690167+-7.984,86.8+-10.062,0.0+-nan,0.074+-nan,0.0+-nan,3,11
2016-05-20T08:11:42.000Z+-0.005,41.126286333+-3.68,-8.640688833+-7.984,86.7+-10.062,0.0+-nan,0.03+-nan,0.0+-nan,3,12
2016-05-20T08:11:44.000Z+-0.005,41.126286833+-3.68,-8.640687167+-7.984,86.6+-10.062,0.0+-nan,0.037+-nan,0.0+-nan,3,11
2016-05-20T08:11:45.000Z+-0.005,41.126287+-3.68,-8.640686833+-7.984,86.5+-10.062,0.0+-nan,0.084+-nan,0.0+-nan,3,11
2016-05-20T08:11:46.000Z+-0.005,41.126287167+-3.68,-8.640686167+-7.984,86.5+-10.062,0.0+-nan,0.011+-nan,0.0+-nan,3,11
2016-05-20T08:11:47.000Z+-0.005,41.126288+-3.68,-8.6406835+-7.984,85.8+-10.062,0.0+-nan,0.029+-nan,0.0+-nan,3,12
2016-05-20T08:11:48.000Z+-0.005,41.1262885+-3.68,-8.640683167+-7.984,85.7+-10.062,0.0+-nan,0.008+-nan,0.0+-nan,3,12
2016-05-20T08:11:49.000Z+-0.005,41.126288333+-3.68,-8.640683833+-7.984,85.6+-10.062,0.0+-nan,0.038+-nan,0.0+-nan,3,11
2016-05-20T08:11:50.000Z+-0.005,41.126288167+-3.68,-8.640686+-7.984,85.5+-10.062,0.0+-nan,0.008+-nan,0.0+-nan,3,12
2016-05-20T08:11:51.000Z+-0.005,41.1262875+-3.68,-8.640688333+-7.984,85.4+-10.062,0.0+-nan,0.067+-nan,0.0+-nan,3,12
2016-05-20T08:11:52.000Z+-0.005,41.1262845+-3.68,-8.640696+-7.984,85.2+-10.062,0.0+-nan,0.016+-nan,0.0+-nan,3,11
2016-05-20T08:11:53.000Z+-0.005,41.126283333+-3.68,-8.640704333+-7.984,85.3+-10.062,0.0+-nan,0.009+-nan,0.0+-nan,3,12
2016-05-20T08:11:54.000Z+-0.005,41.126281833+-3.68,-8.640710833+-7.984,85.6+-10.005,0.0+-nan,0.02+-nan,0.0+-nan,3,11
2016-05-20T08:11:55.000Z+-0.005,41.1262805+-3.68,-8.640711833+-7.984,85.5+-10.005,0.0+-nan,0.019+-nan,0.0+-nan,3,11
2016-05-20T08:11:56.000Z+-0.005,41.126279+-3.68,-8.640714667+-7.984,85.4+-10.005,0.0+-nan,0.03+-nan,0.0+-nan,3,11
